X1,X2
0.7154975247848394,0.3234266839091674
0.4865361602173522,0.7281287569032855
0.6612680023124405,0.5390765691846404
0.6021490758946739,0.3381627818631028
0.0806788473455955,0.26252581461192603
0.1446563399052993,0.32952007019963575
0.4207739214331609,0.30206454129825594
0.6158562765894774,0.2666193230748357
0.6544693852905431,0.5126238742699949
0.6262983120423959,0.06624920567485557
0.41368082943692974,0.23538464055378389
0.570045244650096,0.15683013811927352
0.6001341444861575,0.4611624520176874
0.5642260941615933,0.8039387157003592
0.2032961938938233,0.5561018366478028
0.2619288534732811,0.4661654160088163
0.6024599184297192,0.4823617896459767
0.6448144254631438,0.2531534518954676
0.6022662082614847,0.3118378386554721
0.16586033444671522,0.8487626810038313
0.6434891178743622,0.3527730411359795
0.6454178918657119,0.3003125787269192
0.6419508711767803,0.5101904254781824
0.6228336634061562,0.7792792141868108
0.490738048919762,0.3237761883046464
0.32434317153159553,0.6149634532673423
0.6224114066186649,0.8529234514120465
0.7153506528587555,0.3022340976573012
0.6403370541287124,0.39863574740280583
0.6182655710071344,0.15863551587365785
0.6023096990029466,0.3160481124982677
0.6021750400521307,0.3275562706184532
0.7137167026810717,0.4180515815237502
0.12125567012802047,0.8739780414642571
0.2993517152499625,0.6043624610111502
0.6673011382818471,0.4782229851291137
0.14537744862627933,0.5230043470966197
0.6170190333968973,0.3871071181653923
0.48580708944695716,0.47020300246328944
0.5724331973748601,0.5518507560169439
0.26243761064065385,0.3801168521329095
0.2864798244190902,0.37625019384071273
0.6218973548773711,0.8980636601285221
0.5607112139757838,0.47732276692535464
0.6263418306804562,0.05834904278436939
0.40250905855916436,0.6316529520460825
0.6096704570068814,0.0040565528768944925
0.3738332310467518,0.5053953592447995
0.12081313525529419,0.34331125549315983
0.3719469364317365,0.1478505782302756
0.46361799127795494,0.33009187096258774
0.46954572515941423,0.34526625164395547
0.6314482726625447,0.3165095969081841
0.44088782733279286,0.2822389359790662
0.48642733068505895,0.7193451486532345
0.6690541943268951,0.5190582809967059
0.6185216356633213,0.07867855754526093
0.44671581077328726,0.5486707652399558
0.7148733190989827,0.31537350113345836
0.44462670814422367,0.6045418094180688
0.6157560724698843,0.4547147557394788
0.5427304021602655,0.13286601065733145
0.47883608795358557,0.344088228802252
0.6077628268243253,0.1256897218458544
0.46675028041683614,0.4996409387220954
0.6297214049118587,0.3667987087663188
0.6275394151693239,0.4114336992778509
0.46838778487903643,0.2863283093512089
0.6207774564409809,0.9314419834752123
0.6372293007065933,0.2887625271218118
0.6009244788324746,0.4492850868999832
0.6183322180867488,0.268982429245705
0.4859114799498897,0.4927238817360872
0.7155342427663605,0.32448631322176075
0.6548135043156685,0.42869104408569997
0.06758092903548629,0.24077224525922503
0.6298608674879238,0.17168952786207253
0.5972921646932778,0.8473074160553029
0.44710184347353493,0.5924682633472946
0.6797328131786907,0.6538162928152611
0.6030791021083676,0.7424214462726344
0.1347558720787414,0.9023249812812866
0.6000850108306867,0.4371102518584195
0.6306052210156522,0.2603462672772951
0.6022686541080147,0.3116319415889779
0.07977651630846605,0.684561310238661
0.5998350764234989,0.1660850539426432
0.5608983138715822,0.9478662378204086
0.715332293867995,0.3002208019633739
0.6178092077335382,0.2060866955467588
0.5609533908438636,0.9399190179759584
0.6746523008197304,0.6873394438602773
0.6224114066186649,0.8510161186493785
0.6246669744532282,0.40414393638713614
0.3352670994717843,0.6105929834565746
0.610016404754532,0.43882020521902637
0.9167844253867091,0.4333052626623735
0.5884537065574192,0.44110817038238087
0.6019569809144639,0.4489676618129778
0.6140303273383979,0.3820241848955833
0.5517319376450308,0.4297742264717509
0.12934373487569512,0.7673368959591396
0.6171609466729023,0.37224808896106903
0.5920442942855343,0.22913818981027795
0.6263186803824606,0.21819443317222748
0.6135689375828999,0.6601839287903193
0.6177524301277422,0.038262496265373036
0.6238617668887438,0.4603307910962234
0.6006975823963172,0.3895475530149901
0.5647103730676712,0.1403689194132107
0.598751529375705,0.7727095124487366
0.612185732289723,0.5105929585794413
0.1709806985064778,0.7111643364750824
0.6100887016967105,0.47527239346670097
0.6006057874425147,0.4023690676973692
0.19792990685151324,0.8104774268104094
0.6265368811561163,0.13482100306027173
0.5975931080577227,0.6202451639580644
0.6019358791332994,0.4388622592990918
0.6447166512033794,0.3921158253380252
0.5966128820351396,0.46382756782778517
0.7142858313946469,0.3628448943376388
0.6140486863291584,0.6107981534844782
0.5685494001375003,0.4984126813896152
0.7363870454558056,0.5097731493994273
0.11777199383582126,0.6557605896714427
0.13758226579063587,0.3296777490234917
0.9382497865229263,0.5683274667769269
0.39777535814478604,0.3215311338383398
0.3921160656471413,0.578667451071261
0.6271033141932693,0.25556179934398865
0.3921476529133222,0.14504047383890442
0.602552073233091,0.8808479742894393
0.6116222657319487,0.10583205939732931
0.6674895959249102,0.46245581145256937
0.6023249065097283,0.674205564337194
0.37955272849871946,0.5710311526550802
0.11856952530524123,0.33823698090967613
0.4959863710400011,0.34758382405244304
0.6800494983326935,0.6541529977632217
0.6384780296058599,0.516871198112083
0.6343129851967224,0.42074916584539046
0.5763073754160812,0.40505024292217756
0.7798292410307492,0.2461572961180064
0.49472124222642083,0.6544955287242757
0.2971549487089394,0.3772311403066672
0.9971644459705391,0.7606245399251412
0.6321334863329379,0.442786740711764
0.6178219604579324,0.19664173520633915
0.6366025314369623,0.4224741190743971
0.9266361151462749,0.39495166250921604
0.2618755857413439,0.4554036219031739
0.7018720860270464,0.25564525435587204
0.4649214153604435,0.5877546252586721
0.44772199251763667,0.5649515757224566
0.8644257768457857,0.44893008168839516
0.19986983822246407,0.5394366701584996
0.5271109848641109,0.28301045230461686
0.38278268611399463,0.3486546434857025
0.6088352184252963,0.4953246933811795
0.19639387569564964,0.8118421022041016
0.5703972910843027,0.17708470414359942
0.6268057969276752,0.26192275273568677
0.7255078048877636,0.5642946435015999
0.602249493310425,0.36629157690441305
0.6262404005518096,0.026788354777713033
0.6175166837178264,0.2634259886768898
0.6312415545025569,0.24525275429568616
0.6177352353243483,0.24442921762981074
0.5978612934068531,0.6804157993218547
0.6034674355201214,0.6911632649658541
0.4472235097990656,0.6384467766603632
0.6260832055774379,0.0641146683788398
0.6027893122168968,0.6109214176896354
0.6263226579867954,0.05536059495704143
0.38907925402884924,0.6096621877787474
0.6271707745776152,0.3066022270685692
0.34785152217176696,0.5342131156482328
