Y1,Y2
0.5192307692307703,0.4905647847429916
0.5688262356934106,0.4887713843097282
0.6917033063827347,0.5552181572145607
0.5801548753208585,0.48527867576894185
0.2779737267202161,0.2153474530753926
0.47920494725947205,0.9845750079791105
0.5660546399450347,0.18877111508155414
0.6901706578501958,0.4497122934870877
0.5711624822426042,0.5700731905167458
0.5099012816723094,0.4902783761237975
0.3880477154476637,0.2407295393474438
0.5790150016091073,0.48812884607093604
0.6038377738195826,0.48996739334772577
0.46045345762407996,0.17561347758676665
0.4928693286062991,0.13508810369216379
0.4745930148539916,0.4886577732524994
0.4452270943050098,0.4903686643571718
0.5556009977791329,0.49313663898334187
0.5075394180884424,0.4893364512230417
0.28383630364348594,0.6827331403376518
0.5747983672262803,0.45223510171618403
0.6843330441305417,0.4910009780479673
0.7369100990749973,0.46011865512738565
0.2820512820512824,0.48799395273951
0.5141754935908983,0.6199119984495323
0.5152193065737445,0.22661836713019967
0.36538461538461586,0.4905647847429916
0.60897435897436,0.4905647847429916
0.4204716092512746,0.5543735137010808
0.613548200633457,0.48648582725561346
0.548892394180748,0.48881550860585626
0.5161304103184103,0.48593430262449555
0.3076923076923091,0.48799395273951
0.630607615457537,0.41505465422569626
0.33974888547617077,0.8559146641219441
0.4126737965074589,0.49501846884794587
0.36433318190269004,0.716743520366227
0.561416352876065,0.4806442564911247
0.33869409346386775,0.48587881593698307
0.3826087797536541,0.31358692306651875
0.35256410256410375,0.4905647847429916
0.5004058097980786,0.44600516298580095
0.4294871794871799,0.4905647847429916
0.31977844773029973,0.35575608850074003
0.5227608440428803,0.48737973069253904
0.6649303257288408,0.00585667650512961
0.9143953043718669,0.4863039168957282
0.2051335008607862,0.9099021361950574
0.17418043070108813,0.1732796276714515
0.4375339569606199,0.8871895722530387
0.3950201141056531,0.35199021923989016
0.3490769444269771,0.7800606416821138
0.2751083718057805,0.5932614182372261
0.47525570005929996,0.74159436127805
0.37651854338571833,0.4887713843097282
0.4608906110413116,0.6132841057150544
0.7911441569455425,0.4868892236605889
0.4661345668519513,0.4902328051454869
0.4615384615384628,0.48799395273951
0.5319940987585389,0.4363261267656073
0.2564102564102575,0.48799395273951
0.39977458130325766,0.32907073478340493
0.4400792897266922,0.406215992560583
0.6149054275798712,0.411440794985395
0.8741094197747357,0.25325313300495567
0.6846941879931303,0.48272095768502465
0.7062393616720171,0.6842169619550122
0.541405096804311,0.6158960549875634
0.5128205128205134,0.48799395273951
0.32112306945568436,0.5656848704579875
0.4849708905447468,0.4846224982658119
0.5205101925272275,0.3529898261869189
0.28890021731223925,0.483890144410779
0.49358974358974467,0.4905647847429916
0.8455494602288882,0.49351818913100265
0.31508678061121875,0.23394943431629922
0.3888522949989961,0.48874284912265387
0.5320512820512817,0.4905647847429916
0.4584126451969849,0.49113552841591224
0.5067896858690106,0.4976342256330752
0.28557168693538876,0.48943727844581725
0.456913226720409,0.6133206762436489
0.6679403379221467,0.48996739334772577
0.31326834311219126,0.5265698561659741
0.46907787962690395,0.4893364512230417
0.7408433014966278,0.23467313756866748
0.9820429020247099,0.4873965613442442
0.4294871794871788,0.4905647847429916
0.6025641025641036,0.48799395273951
0.7696620841403303,0.4883864789187126
0.3910256410256403,0.4905647847429916
0.7988906854114367,0.4071086706192121
0.37179487179487225,0.48799395273951
0.7119922499844017,0.7037877212644412
0.553680845035283,0.24204335915108918
0.48384641016382557,0.4158751137434702
0.4427548232485693,0.6285830468893707
0.3217864917683006,0.39741744122238865
0.4634206067288202,0.5158074672446378
0.9999999999999982,0.48799395273951
0.3471263769881544,0.1721197965016693
0.3449791891254162,0.8078255886846586
0.6191086605683727,0.4883567525015694
0.6184802386021554,0.48639091585292893
0.39605609872475395,0.384427606291768
0.6357350380444906,0.3309991636421482
0.7054086474837873,0.4810947954819065
0.3076923076923088,0.48799395273951
0.44871794871794973,0.48799395273951
0.4909189658716034,0.4041333535832697
0.9102564102564088,0.48799395273951
0.6390580857139685,0.44437154181630284
0.23600483015105722,0.8515297327438456
0.7428332750061537,0.5255573178420071
0.3782051282051293,0.4905647847429916
0.5734806190211847,0.2628991914293033
0.6949005779184116,0.4875347569487388
0.33863424273778486,0.2739751270700437
0.9990834598610387,0.4902149697711318
0.49223914847604083,0.5118832965728449
0.9999999999999987,0.48799395273951
0.5256410256410269,0.48799395273951
0.9935897435897418,0.4905647847429916
0.37747075542260744,0.3788935765320743
0.17706535630986803,0.6290863125960394
0.238332870700513,0.39102377089590723
0.4920254600799849,0.9794333439721472
0.8700951299482794,0.8291512046682225
0.5832817353137064,0.2880499396943998
0.4582806467488762,0.27965525717273093
0.668908106326864,0.48791424579524895
0.4819141270577726,0.8957800171248965
0.7490834598610396,0.48764413776765025
0.6661874788619225,0.43200745101324767
